,positionid,attack,defense,money,rarity,attack_percentile,defense_percentile,money_percentile,total_score_rank
8323,8323,11,11,13,bad,0.36005,0.48005,0.27505,8800.0
8328,8328,11,11,13,bad,0.36005,0.48005,0.27505,8801.0
8329,8329,11,11,13,bad,0.36005,0.48005,0.27505,8802.0
8330,8330,11,11,13,bad,0.36005,0.48005,0.27505,8803.0
8331,8331,11,11,13,bad,0.36005,0.48005,0.27505,8804.0
8422,8422,11,11,13,bad,0.36005,0.48005,0.27505,8805.0
8423,8423,11,11,13,bad,0.36005,0.48005,0.27505,8806.0
8428,8428,11,11,13,bad,0.36005,0.48005,0.27505,8807.0
8429,8429,11,11,13,bad,0.36005,0.48005,0.27505,8808.0
8430,8430,11,11,13,bad,0.36005,0.48005,0.27505,8809.0
8431,8431,11,11,13,bad,0.36005,0.48005,0.27505,8810.0
8522,8522,11,11,13,bad,0.36005,0.48005,0.27505,8811.0
8523,8523,11,11,13,bad,0.36005,0.48005,0.27505,8812.0
8528,8528,11,11,13,bad,0.36005,0.48005,0.27505,8813.0
8529,8529,11,11,13,bad,0.36005,0.48005,0.27505,8814.0
8530,8530,11,11,13,bad,0.36005,0.48005,0.27505,8815.0
8531,8531,11,11,13,bad,0.36005,0.48005,0.27505,8816.0
8622,8622,11,11,13,bad,0.36005,0.48005,0.27505,8817.0
8623,8623,11,11,13,bad,0.36005,0.48005,0.27505,8818.0
8628,8628,11,11,13,bad,0.36005,0.48005,0.27505,8819.0
8629,8629,11,11,13,bad,0.36005,0.48005,0.27505,8820.0
8630,8630,11,11,13,bad,0.36005,0.48005,0.27505,8821.0
8631,8631,11,11,13,bad,0.36005,0.48005,0.27505,8822.0
8722,8722,11,11,13,bad,0.36005,0.48005,0.27505,8823.0
8723,8723,11,11,13,bad,0.36005,0.48005,0.27505,8824.0
8728,8728,11,11,13,bad,0.36005,0.48005,0.27505,8825.0
8729,8729,11,11,13,bad,0.36005,0.48005,0.27505,8826.0
8730,8730,11,11,13,bad,0.36005,0.48005,0.27505,8827.0
8731,8731,11,11,13,bad,0.36005,0.48005,0.27505,8828.0
8822,8822,11,11,13,bad,0.36005,0.48005,0.27505,8829.0
8823,8823,11,11,13,bad,0.36005,0.48005,0.27505,8830.0
8828,8828,11,11,13,bad,0.36005,0.48005,0.27505,8831.0
8829,8829,11,11,13,bad,0.36005,0.48005,0.27505,8832.0
8830,8830,11,11,13,bad,0.36005,0.48005,0.27505,8833.0
8831,8831,11,11,13,bad,0.36005,0.48005,0.27505,8834.0
8922,8922,11,11,13,bad,0.36005,0.48005,0.27505,8835.0
8923,8923,11,11,13,bad,0.36005,0.48005,0.27505,8836.0
8928,8928,11,11,13,bad,0.36005,0.48005,0.27505,8837.0
8929,8929,11,11,13,bad,0.36005,0.48005,0.27505,8838.0
8930,8930,11,11,13,bad,0.36005,0.48005,0.27505,8839.0
8931,8931,11,11,13,bad,0.36005,0.48005,0.27505,8840.0
9022,9022,11,11,13,bad,0.36005,0.48005,0.27505,8841.0
9023,9023,11,11,13,bad,0.36005,0.48005,0.27505,8842.0
9028,9028,11,11,13,bad,0.36005,0.48005,0.27505,8843.0
9029,9029,11,11,13,bad,0.36005,0.48005,0.27505,8844.0
9030,9030,11,11,13,bad,0.36005,0.48005,0.27505,8845.0
9031,9031,11,11,13,bad,0.36005,0.48005,0.27505,8846.0
9122,9122,11,11,13,bad,0.36005,0.48005,0.27505,8847.0
9123,9123,11,11,13,bad,0.36005,0.48005,0.27505,8848.0
9128,9128,11,11,13,bad,0.36005,0.48005,0.27505,8849.0
9129,9129,11,11,13,bad,0.36005,0.48005,0.27505,8850.0
9130,9130,11,11,13,bad,0.36005,0.48005,0.27505,8851.0
9131,9131,11,11,13,bad,0.36005,0.48005,0.27505,8852.0
9222,9222,11,11,13,bad,0.36005,0.48005,0.27505,8853.0
9223,9223,11,11,13,bad,0.36005,0.48005,0.27505,8854.0
9228,9228,11,11,13,bad,0.36005,0.48005,0.27505,8855.0
9229,9229,11,11,13,bad,0.36005,0.48005,0.27505,8856.0
9230,9230,11,11,13,bad,0.36005,0.48005,0.27505,8857.0
9231,9231,11,11,13,bad,0.36005,0.48005,0.27505,8858.0
9322,9322,11,11,13,bad,0.36005,0.48005,0.27505,8859.0
9323,9323,11,11,13,bad,0.36005,0.48005,0.27505,8860.0
9328,9328,11,11,13,bad,0.36005,0.48005,0.27505,8861.0
9329,9329,11,11,13,bad,0.36005,0.48005,0.27505,8862.0
9330,9330,11,11,13,bad,0.36005,0.48005,0.27505,8863.0
9331,9331,11,11,13,bad,0.36005,0.48005,0.27505,8864.0
9422,9422,11,11,13,bad,0.36005,0.48005,0.27505,8865.0
9423,9423,11,11,13,bad,0.36005,0.48005,0.27505,8866.0
9428,9428,11,11,13,bad,0.36005,0.48005,0.27505,8867.0
9429,9429,11,11,13,bad,0.36005,0.48005,0.27505,8868.0
9430,9430,11,11,13,bad,0.36005,0.48005,0.27505,8869.0
9431,9431,11,11,13,bad,0.36005,0.48005,0.27505,8870.0
9522,9522,11,11,13,bad,0.36005,0.48005,0.27505,8871.0
9523,9523,11,11,13,bad,0.36005,0.48005,0.27505,8872.0
9528,9528,11,11,13,bad,0.36005,0.48005,0.27505,8873.0
9529,9529,11,11,13,bad,0.36005,0.48005,0.27505,8874.0
9530,9530,11,11,13,bad,0.36005,0.48005,0.27505,8875.0
9531,9531,11,11,13,bad,0.36005,0.48005,0.27505,8876.0
9622,9622,11,11,13,bad,0.36005,0.48005,0.27505,8877.0
9623,9623,11,11,13,bad,0.36005,0.48005,0.27505,8878.0
9628,9628,11,11,13,bad,0.36005,0.48005,0.27505,8879.0
9629,9629,11,11,13,bad,0.36005,0.48005,0.27505,8880.0
9630,9630,11,11,13,bad,0.36005,0.48005,0.27505,8881.0
9631,9631,11,11,13,bad,0.36005,0.48005,0.27505,8882.0
9722,9722,11,11,13,bad,0.36005,0.48005,0.27505,8883.0
9723,9723,11,11,13,bad,0.36005,0.48005,0.27505,8884.0
9728,9728,11,11,13,bad,0.36005,0.48005,0.27505,8885.0
9729,9729,11,11,13,bad,0.36005,0.48005,0.27505,8886.0
9730,9730,11,11,13,bad,0.36005,0.48005,0.27505,8887.0
9731,9731,11,11,13,bad,0.36005,0.48005,0.27505,8888.0
9822,9822,11,11,13,bad,0.36005,0.48005,0.27505,8889.0
9823,9823,11,11,13,bad,0.36005,0.48005,0.27505,8890.0
9828,9828,11,11,13,bad,0.36005,0.48005,0.27505,8891.0
9829,9829,11,11,13,bad,0.36005,0.48005,0.27505,8892.0
9830,9830,11,11,13,bad,0.36005,0.48005,0.27505,8893.0
9831,9831,11,11,13,bad,0.36005,0.48005,0.27505,8894.0
9922,9922,11,11,13,bad,0.36005,0.48005,0.27505,8895.0
9923,9923,11,11,13,bad,0.36005,0.48005,0.27505,8896.0
9928,9928,11,11,13,bad,0.36005,0.48005,0.27505,8897.0
9929,9929,11,11,13,bad,0.36005,0.48005,0.27505,8898.0
9930,9930,11,11,13,bad,0.36005,0.48005,0.27505,8899.0
9931,9931,11,11,13,bad,0.36005,0.48005,0.27505,8900.0
16,16,11,11,12,bad,0.36005,0.48005,0.16505,8901.0
17,17,11,11,12,bad,0.36005,0.48005,0.16505,8902.0
18,18,11,11,12,bad,0.36005,0.48005,0.16505,8903.0
19,19,11,11,12,bad,0.36005,0.48005,0.16505,8904.0
20,20,11,11,12,bad,0.36005,0.48005,0.16505,8905.0
21,21,11,11,12,bad,0.36005,0.48005,0.16505,8906.0
116,116,11,11,12,bad,0.36005,0.48005,0.16505,8907.0
117,117,11,11,12,bad,0.36005,0.48005,0.16505,8908.0
118,118,11,11,12,bad,0.36005,0.48005,0.16505,8909.0
119,119,11,11,12,bad,0.36005,0.48005,0.16505,8910.0
120,120,11,11,12,bad,0.36005,0.48005,0.16505,8911.0
121,121,11,11,12,bad,0.36005,0.48005,0.16505,8912.0
216,216,11,11,12,bad,0.36005,0.48005,0.16505,8913.0
217,217,11,11,12,bad,0.36005,0.48005,0.16505,8914.0
218,218,11,11,12,bad,0.36005,0.48005,0.16505,8915.0
219,219,11,11,12,bad,0.36005,0.48005,0.16505,8916.0
220,220,11,11,12,bad,0.36005,0.48005,0.16505,8917.0
221,221,11,11,12,bad,0.36005,0.48005,0.16505,8918.0
316,316,11,11,12,bad,0.36005,0.48005,0.16505,8919.0
317,317,11,11,12,bad,0.36005,0.48005,0.16505,8920.0
318,318,11,11,12,bad,0.36005,0.48005,0.16505,8921.0
319,319,11,11,12,bad,0.36005,0.48005,0.16505,8922.0
320,320,11,11,12,bad,0.36005,0.48005,0.16505,8923.0
321,321,11,11,12,bad,0.36005,0.48005,0.16505,8924.0
416,416,11,11,12,bad,0.36005,0.48005,0.16505,8925.0
417,417,11,11,12,bad,0.36005,0.48005,0.16505,8926.0
418,418,11,11,12,bad,0.36005,0.48005,0.16505,8927.0
419,419,11,11,12,bad,0.36005,0.48005,0.16505,8928.0
420,420,11,11,12,bad,0.36005,0.48005,0.16505,8929.0
421,421,11,11,12,bad,0.36005,0.48005,0.16505,8930.0
516,516,11,11,12,bad,0.36005,0.48005,0.16505,8931.0
517,517,11,11,12,bad,0.36005,0.48005,0.16505,8932.0
518,518,11,11,12,bad,0.36005,0.48005,0.16505,8933.0
519,519,11,11,12,bad,0.36005,0.48005,0.16505,8934.0
520,520,11,11,12,bad,0.36005,0.48005,0.16505,8935.0
521,521,11,11,12,bad,0.36005,0.48005,0.16505,8936.0
616,616,11,11,12,bad,0.36005,0.48005,0.16505,8937.0
617,617,11,11,12,bad,0.36005,0.48005,0.16505,8938.0
618,618,11,11,12,bad,0.36005,0.48005,0.16505,8939.0
619,619,11,11,12,bad,0.36005,0.48005,0.16505,8940.0
620,620,11,11,12,bad,0.36005,0.48005,0.16505,8941.0
621,621,11,11,12,bad,0.36005,0.48005,0.16505,8942.0
716,716,11,11,12,bad,0.36005,0.48005,0.16505,8943.0
717,717,11,11,12,bad,0.36005,0.48005,0.16505,8944.0
718,718,11,11,12,bad,0.36005,0.48005,0.16505,8945.0
719,719,11,11,12,bad,0.36005,0.48005,0.16505,8946.0
720,720,11,11,12,bad,0.36005,0.48005,0.16505,8947.0
721,721,11,11,12,bad,0.36005,0.48005,0.16505,8948.0
816,816,11,11,12,bad,0.36005,0.48005,0.16505,8949.0
817,817,11,11,12,bad,0.36005,0.48005,0.16505,8950.0
818,818,11,11,12,bad,0.36005,0.48005,0.16505,8951.0
819,819,11,11,12,bad,0.36005,0.48005,0.16505,8952.0
820,820,11,11,12,bad,0.36005,0.48005,0.16505,8953.0
821,821,11,11,12,bad,0.36005,0.48005,0.16505,8954.0
916,916,11,11,12,bad,0.36005,0.48005,0.16505,8955.0
917,917,11,11,12,bad,0.36005,0.48005,0.16505,8956.0
918,918,11,11,12,bad,0.36005,0.48005,0.16505,8957.0
919,919,11,11,12,bad,0.36005,0.48005,0.16505,8958.0
920,920,11,11,12,bad,0.36005,0.48005,0.16505,8959.0
921,921,11,11,12,bad,0.36005,0.48005,0.16505,8960.0
1016,1016,11,11,12,bad,0.36005,0.48005,0.16505,8961.0
1017,1017,11,11,12,bad,0.36005,0.48005,0.16505,8962.0
1018,1018,11,11,12,bad,0.36005,0.48005,0.16505,8963.0
1019,1019,11,11,12,bad,0.36005,0.48005,0.16505,8964.0
1020,1020,11,11,12,bad,0.36005,0.48005,0.16505,8965.0
1021,1021,11,11,12,bad,0.36005,0.48005,0.16505,8966.0
1116,1116,11,11,12,bad,0.36005,0.48005,0.16505,8967.0
1117,1117,11,11,12,bad,0.36005,0.48005,0.16505,8968.0
1118,1118,11,11,12,bad,0.36005,0.48005,0.16505,8969.0
1119,1119,11,11,12,bad,0.36005,0.48005,0.16505,8970.0
1120,1120,11,11,12,bad,0.36005,0.48005,0.16505,8971.0
1121,1121,11,11,12,bad,0.36005,0.48005,0.16505,8972.0
1216,1216,11,11,12,bad,0.36005,0.48005,0.16505,8973.0
1217,1217,11,11,12,bad,0.36005,0.48005,0.16505,8974.0
1218,1218,11,11,12,bad,0.36005,0.48005,0.16505,8975.0
1219,1219,11,11,12,bad,0.36005,0.48005,0.16505,8976.0
1220,1220,11,11,12,bad,0.36005,0.48005,0.16505,8977.0
1221,1221,11,11,12,bad,0.36005,0.48005,0.16505,8978.0
1316,1316,11,11,12,bad,0.36005,0.48005,0.16505,8979.0
1317,1317,11,11,12,bad,0.36005,0.48005,0.16505,8980.0
1318,1318,11,11,12,bad,0.36005,0.48005,0.16505,8981.0
1319,1319,11,11,12,bad,0.36005,0.48005,0.16505,8982.0
1320,1320,11,11,12,bad,0.36005,0.48005,0.16505,8983.0
1321,1321,11,11,12,bad,0.36005,0.48005,0.16505,8984.0
1416,1416,11,11,12,bad,0.36005,0.48005,0.16505,8985.0
1417,1417,11,11,12,bad,0.36005,0.48005,0.16505,8986.0
1418,1418,11,11,12,bad,0.36005,0.48005,0.16505,8987.0
1419,1419,11,11,12,bad,0.36005,0.48005,0.16505,8988.0
1420,1420,11,11,12,bad,0.36005,0.48005,0.16505,8989.0
1421,1421,11,11,12,bad,0.36005,0.48005,0.16505,8990.0
1516,1516,11,11,12,bad,0.36005,0.48005,0.16505,8991.0
1517,1517,11,11,12,bad,0.36005,0.48005,0.16505,8992.0
1518,1518,11,11,12,bad,0.36005,0.48005,0.16505,8993.0
1519,1519,11,11,12,bad,0.36005,0.48005,0.16505,8994.0
1520,1520,11,11,12,bad,0.36005,0.48005,0.16505,8995.0
1521,1521,11,11,12,bad,0.36005,0.48005,0.16505,8996.0
1616,1616,11,11,12,bad,0.36005,0.48005,0.16505,8997.0
1617,1617,11,11,12,bad,0.36005,0.48005,0.16505,8998.0
1618,1618,11,11,12,bad,0.36005,0.48005,0.16505,8999.0
1619,1619,11,11,12,bad,0.36005,0.48005,0.16505,9000.0
1620,1620,11,11,12,bad,0.36005,0.48005,0.16505,9001.0
1621,1621,11,11,12,bad,0.36005,0.48005,0.16505,9002.0
1716,1716,11,11,12,bad,0.36005,0.48005,0.16505,9003.0
1717,1717,11,11,12,bad,0.36005,0.48005,0.16505,9004.0
1718,1718,11,11,12,bad,0.36005,0.48005,0.16505,9005.0
1719,1719,11,11,12,bad,0.36005,0.48005,0.16505,9006.0
1720,1720,11,11,12,bad,0.36005,0.48005,0.16505,9007.0
1721,1721,11,11,12,bad,0.36005,0.48005,0.16505,9008.0
1816,1816,11,11,12,bad,0.36005,0.48005,0.16505,9009.0
1817,1817,11,11,12,bad,0.36005,0.48005,0.16505,9010.0
1818,1818,11,11,12,bad,0.36005,0.48005,0.16505,9011.0
1819,1819,11,11,12,bad,0.36005,0.48005,0.16505,9012.0
1820,1820,11,11,12,bad,0.36005,0.48005,0.16505,9013.0
1821,1821,11,11,12,bad,0.36005,0.48005,0.16505,9014.0
1916,1916,11,11,12,bad,0.36005,0.48005,0.16505,9015.0
1917,1917,11,11,12,bad,0.36005,0.48005,0.16505,9016.0
1918,1918,11,11,12,bad,0.36005,0.48005,0.16505,9017.0
1919,1919,11,11,12,bad,0.36005,0.48005,0.16505,9018.0
1920,1920,11,11,12,bad,0.36005,0.48005,0.16505,9019.0
1921,1921,11,11,12,bad,0.36005,0.48005,0.16505,9020.0
2016,2016,11,11,12,bad,0.36005,0.48005,0.16505,9021.0
2017,2017,11,11,12,bad,0.36005,0.48005,0.16505,9022.0
2018,2018,11,11,12,bad,0.36005,0.48005,0.16505,9023.0
2019,2019,11,11,12,bad,0.36005,0.48005,0.16505,9024.0
2020,2020,11,11,12,bad,0.36005,0.48005,0.16505,9025.0
2021,2021,11,11,12,bad,0.36005,0.48005,0.16505,9026.0
2116,2116,11,11,12,bad,0.36005,0.48005,0.16505,9027.0
2117,2117,11,11,12,bad,0.36005,0.48005,0.16505,9028.0
2118,2118,11,11,12,bad,0.36005,0.48005,0.16505,9029.0
2119,2119,11,11,12,bad,0.36005,0.48005,0.16505,9030.0
2120,2120,11,11,12,bad,0.36005,0.48005,0.16505,9031.0
2121,2121,11,11,12,bad,0.36005,0.48005,0.16505,9032.0
2216,2216,11,11,12,bad,0.36005,0.48005,0.16505,9033.0
2217,2217,11,11,12,bad,0.36005,0.48005,0.16505,9034.0
2218,2218,11,11,12,bad,0.36005,0.48005,0.16505,9035.0
2219,2219,11,11,12,bad,0.36005,0.48005,0.16505,9036.0
2220,2220,11,11,12,bad,0.36005,0.48005,0.16505,9037.0
2221,2221,11,11,12,bad,0.36005,0.48005,0.16505,9038.0
2316,2316,11,11,12,bad,0.36005,0.48005,0.16505,9039.0
2317,2317,11,11,12,bad,0.36005,0.48005,0.16505,9040.0
2318,2318,11,11,12,bad,0.36005,0.48005,0.16505,9041.0
2319,2319,11,11,12,bad,0.36005,0.48005,0.16505,9042.0
2320,2320,11,11,12,bad,0.36005,0.48005,0.16505,9043.0
2321,2321,11,11,12,bad,0.36005,0.48005,0.16505,9044.0
2416,2416,11,11,12,bad,0.36005,0.48005,0.16505,9045.0
2417,2417,11,11,12,bad,0.36005,0.48005,0.16505,9046.0
2418,2418,11,11,12,bad,0.36005,0.48005,0.16505,9047.0
2419,2419,11,11,12,bad,0.36005,0.48005,0.16505,9048.0
2420,2420,11,11,12,bad,0.36005,0.48005,0.16505,9049.0
2421,2421,11,11,12,bad,0.36005,0.48005,0.16505,9050.0
2516,2516,11,11,12,bad,0.36005,0.48005,0.16505,9051.0
2517,2517,11,11,12,bad,0.36005,0.48005,0.16505,9052.0
2518,2518,11,11,12,bad,0.36005,0.48005,0.16505,9053.0
2519,2519,11,11,12,bad,0.36005,0.48005,0.16505,9054.0
2520,2520,11,11,12,bad,0.36005,0.48005,0.16505,9055.0
2521,2521,11,11,12,bad,0.36005,0.48005,0.16505,9056.0
2616,2616,11,11,12,bad,0.36005,0.48005,0.16505,9057.0
2617,2617,11,11,12,bad,0.36005,0.48005,0.16505,9058.0
2618,2618,11,11,12,bad,0.36005,0.48005,0.16505,9059.0
2619,2619,11,11,12,bad,0.36005,0.48005,0.16505,9060.0
2620,2620,11,11,12,bad,0.36005,0.48005,0.16505,9061.0
2621,2621,11,11,12,bad,0.36005,0.48005,0.16505,9062.0
2716,2716,11,11,12,bad,0.36005,0.48005,0.16505,9063.0
2717,2717,11,11,12,bad,0.36005,0.48005,0.16505,9064.0
2718,2718,11,11,12,bad,0.36005,0.48005,0.16505,9065.0
2719,2719,11,11,12,bad,0.36005,0.48005,0.16505,9066.0
2720,2720,11,11,12,bad,0.36005,0.48005,0.16505,9067.0
2721,2721,11,11,12,bad,0.36005,0.48005,0.16505,9068.0
2816,2816,11,11,12,bad,0.36005,0.48005,0.16505,9069.0
2817,2817,11,11,12,bad,0.36005,0.48005,0.16505,9070.0
2818,2818,11,11,12,bad,0.36005,0.48005,0.16505,9071.0
2819,2819,11,11,12,bad,0.36005,0.48005,0.16505,9072.0
2820,2820,11,11,12,bad,0.36005,0.48005,0.16505,9073.0
2821,2821,11,11,12,bad,0.36005,0.48005,0.16505,9074.0
2916,2916,11,11,12,bad,0.36005,0.48005,0.16505,9075.0
2917,2917,11,11,12,bad,0.36005,0.48005,0.16505,9076.0
2918,2918,11,11,12,bad,0.36005,0.48005,0.16505,9077.0
2919,2919,11,11,12,bad,0.36005,0.48005,0.16505,9078.0
2920,2920,11,11,12,bad,0.36005,0.48005,0.16505,9079.0
2921,2921,11,11,12,bad,0.36005,0.48005,0.16505,9080.0
3016,3016,11,11,12,bad,0.36005,0.48005,0.16505,9081.0
3017,3017,11,11,12,bad,0.36005,0.48005,0.16505,9082.0
3018,3018,11,11,12,bad,0.36005,0.48005,0.16505,9083.0
3019,3019,11,11,12,bad,0.36005,0.48005,0.16505,9084.0
3020,3020,11,11,12,bad,0.36005,0.48005,0.16505,9085.0
3021,3021,11,11,12,bad,0.36005,0.48005,0.16505,9086.0
3116,3116,11,11,12,bad,0.36005,0.48005,0.16505,9087.0
3117,3117,11,11,12,bad,0.36005,0.48005,0.16505,9088.0
3118,3118,11,11,12,bad,0.36005,0.48005,0.16505,9089.0
3119,3119,11,11,12,bad,0.36005,0.48005,0.16505,9090.0
3120,3120,11,11,12,bad,0.36005,0.48005,0.16505,9091.0
3121,3121,11,11,12,bad,0.36005,0.48005,0.16505,9092.0
3216,3216,11,11,12,bad,0.36005,0.48005,0.16505,9093.0
3217,3217,11,11,12,bad,0.36005,0.48005,0.16505,9094.0
3218,3218,11,11,12,bad,0.36005,0.48005,0.16505,9095.0
3219,3219,11,11,12,bad,0.36005,0.48005,0.16505,9096.0
3220,3220,11,11,12,bad,0.36005,0.48005,0.16505,9097.0
3221,3221,11,11,12,bad,0.36005,0.48005,0.16505,9098.0
3316,3316,11,11,12,bad,0.36005,0.48005,0.16505,9099.0
3317,3317,11,11,12,bad,0.36005,0.48005,0.16505,9100.0
3318,3318,11,11,12,bad,0.36005,0.48005,0.16505,9101.0
3319,3319,11,11,12,bad,0.36005,0.48005,0.16505,9102.0
3320,3320,11,11,12,bad,0.36005,0.48005,0.16505,9103.0
3321,3321,11,11,12,bad,0.36005,0.48005,0.16505,9104.0
3416,3416,11,11,12,bad,0.36005,0.48005,0.16505,9105.0
3417,3417,11,11,12,bad,0.36005,0.48005,0.16505,9106.0
3418,3418,11,11,12,bad,0.36005,0.48005,0.16505,9107.0
3419,3419,11,11,12,bad,0.36005,0.48005,0.16505,9108.0
3420,3420,11,11,12,bad,0.36005,0.48005,0.16505,9109.0
3421,3421,11,11,12,bad,0.36005,0.48005,0.16505,9110.0
3516,3516,11,11,12,bad,0.36005,0.48005,0.16505,9111.0
3517,3517,11,11,12,bad,0.36005,0.48005,0.16505,9112.0
3518,3518,11,11,12,bad,0.36005,0.48005,0.16505,9113.0
3519,3519,11,11,12,bad,0.36005,0.48005,0.16505,9114.0
3520,3520,11,11,12,bad,0.36005,0.48005,0.16505,9115.0
3521,3521,11,11,12,bad,0.36005,0.48005,0.16505,9116.0
3616,3616,11,11,12,bad,0.36005,0.48005,0.16505,9117.0
3617,3617,11,11,12,bad,0.36005,0.48005,0.16505,9118.0
3618,3618,11,11,12,bad,0.36005,0.48005,0.16505,9119.0
3619,3619,11,11,12,bad,0.36005,0.48005,0.16505,9120.0
3620,3620,11,11,12,bad,0.36005,0.48005,0.16505,9121.0
3621,3621,11,11,12,bad,0.36005,0.48005,0.16505,9122.0
3716,3716,11,11,12,bad,0.36005,0.48005,0.16505,9123.0
3717,3717,11,11,12,bad,0.36005,0.48005,0.16505,9124.0
3718,3718,11,11,12,bad,0.36005,0.48005,0.16505,9125.0
3719,3719,11,11,12,bad,0.36005,0.48005,0.16505,9126.0
3720,3720,11,11,12,bad,0.36005,0.48005,0.16505,9127.0
3721,3721,11,11,12,bad,0.36005,0.48005,0.16505,9128.0
3816,3816,11,11,12,bad,0.36005,0.48005,0.16505,9129.0
3817,3817,11,11,12,bad,0.36005,0.48005,0.16505,9130.0
3818,3818,11,11,12,bad,0.36005,0.48005,0.16505,9131.0
3819,3819,11,11,12,bad,0.36005,0.48005,0.16505,9132.0
3820,3820,11,11,12,bad,0.36005,0.48005,0.16505,9133.0
3821,3821,11,11,12,bad,0.36005,0.48005,0.16505,9134.0
3916,3916,11,11,12,bad,0.36005,0.48005,0.16505,9135.0
3917,3917,11,11,12,bad,0.36005,0.48005,0.16505,9136.0
3918,3918,11,11,12,bad,0.36005,0.48005,0.16505,9137.0
3919,3919,11,11,12,bad,0.36005,0.48005,0.16505,9138.0
3920,3920,11,11,12,bad,0.36005,0.48005,0.16505,9139.0
3921,3921,11,11,12,bad,0.36005,0.48005,0.16505,9140.0
4016,4016,11,11,12,bad,0.36005,0.48005,0.16505,9141.0
4017,4017,11,11,12,bad,0.36005,0.48005,0.16505,9142.0
4018,4018,11,11,12,bad,0.36005,0.48005,0.16505,9143.0
4019,4019,11,11,12,bad,0.36005,0.48005,0.16505,9144.0
4020,4020,11,11,12,bad,0.36005,0.48005,0.16505,9145.0
4021,4021,11,11,12,bad,0.36005,0.48005,0.16505,9146.0
4116,4116,11,11,12,bad,0.36005,0.48005,0.16505,9147.0
4117,4117,11,11,12,bad,0.36005,0.48005,0.16505,9148.0
4118,4118,11,11,12,bad,0.36005,0.48005,0.16505,9149.0
4119,4119,11,11,12,bad,0.36005,0.48005,0.16505,9150.0
4120,4120,11,11,12,bad,0.36005,0.48005,0.16505,9151.0
4121,4121,11,11,12,bad,0.36005,0.48005,0.16505,9152.0
4216,4216,11,11,12,bad,0.36005,0.48005,0.16505,9153.0
4217,4217,11,11,12,bad,0.36005,0.48005,0.16505,9154.0
4218,4218,11,11,12,bad,0.36005,0.48005,0.16505,9155.0
4219,4219,11,11,12,bad,0.36005,0.48005,0.16505,9156.0
4220,4220,11,11,12,bad,0.36005,0.48005,0.16505,9157.0
4221,4221,11,11,12,bad,0.36005,0.48005,0.16505,9158.0
4316,4316,11,11,12,bad,0.36005,0.48005,0.16505,9159.0
4317,4317,11,11,12,bad,0.36005,0.48005,0.16505,9160.0
4318,4318,11,11,12,bad,0.36005,0.48005,0.16505,9161.0
4319,4319,11,11,12,bad,0.36005,0.48005,0.16505,9162.0
4320,4320,11,11,12,bad,0.36005,0.48005,0.16505,9163.0
4321,4321,11,11,12,bad,0.36005,0.48005,0.16505,9164.0
4416,4416,11,11,12,bad,0.36005,0.48005,0.16505,9165.0
4417,4417,11,11,12,bad,0.36005,0.48005,0.16505,9166.0
4418,4418,11,11,12,bad,0.36005,0.48005,0.16505,9167.0
4419,4419,11,11,12,bad,0.36005,0.48005,0.16505,9168.0
4420,4420,11,11,12,bad,0.36005,0.48005,0.16505,9169.0
4421,4421,11,11,12,bad,0.36005,0.48005,0.16505,9170.0
4516,4516,11,11,12,bad,0.36005,0.48005,0.16505,9171.0
4517,4517,11,11,12,bad,0.36005,0.48005,0.16505,9172.0
4518,4518,11,11,12,bad,0.36005,0.48005,0.16505,9173.0
4519,4519,11,11,12,bad,0.36005,0.48005,0.16505,9174.0
4520,4520,11,11,12,bad,0.36005,0.48005,0.16505,9175.0
4521,4521,11,11,12,bad,0.36005,0.48005,0.16505,9176.0
4616,4616,11,11,12,bad,0.36005,0.48005,0.16505,9177.0
4617,4617,11,11,12,bad,0.36005,0.48005,0.16505,9178.0
4618,4618,11,11,12,bad,0.36005,0.48005,0.16505,9179.0
4619,4619,11,11,12,bad,0.36005,0.48005,0.16505,9180.0
4620,4620,11,11,12,bad,0.36005,0.48005,0.16505,9181.0
4621,4621,11,11,12,bad,0.36005,0.48005,0.16505,9182.0
4716,4716,11,11,12,bad,0.36005,0.48005,0.16505,9183.0
4717,4717,11,11,12,bad,0.36005,0.48005,0.16505,9184.0
4718,4718,11,11,12,bad,0.36005,0.48005,0.16505,9185.0
4719,4719,11,11,12,bad,0.36005,0.48005,0.16505,9186.0
4720,4720,11,11,12,bad,0.36005,0.48005,0.16505,9187.0
4721,4721,11,11,12,bad,0.36005,0.48005,0.16505,9188.0
4816,4816,11,11,12,bad,0.36005,0.48005,0.16505,9189.0
4817,4817,11,11,12,bad,0.36005,0.48005,0.16505,9190.0
4818,4818,11,11,12,bad,0.36005,0.48005,0.16505,9191.0
4819,4819,11,11,12,bad,0.36005,0.48005,0.16505,9192.0
4820,4820,11,11,12,bad,0.36005,0.48005,0.16505,9193.0
4821,4821,11,11,12,bad,0.36005,0.48005,0.16505,9194.0
4916,4916,11,11,12,bad,0.36005,0.48005,0.16505,9195.0
4917,4917,11,11,12,bad,0.36005,0.48005,0.16505,9196.0
4918,4918,11,11,12,bad,0.36005,0.48005,0.16505,9197.0
4919,4919,11,11,12,bad,0.36005,0.48005,0.16505,9198.0
4920,4920,11,11,12,bad,0.36005,0.48005,0.16505,9199.0
4921,4921,11,11,12,bad,0.36005,0.48005,0.16505,9200.0
5016,5016,11,11,12,bad,0.36005,0.48005,0.16505,9201.0
